text,incident_type,source,source_url,article_title,date
"Over the first week of March 2025, the United States, Indonesia, and Germany were the top sources ofapplication layer DDoS attacks, together accounting for over 30% of such attacks as shown below. The concentration across the top targeted locations was quite different, with customers from Canada, the United States, and Singapore attracting 56% of application layer DDoS attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"In addition to extended visibility into the geographic source of application layer DDoS attacks, we have also addedautonomous system (AS)-level visibility. Anew treemapview shows the distribution of these attacks by source AS. At a global level, the largest sources include cloud/hosting providers in Germany, the United States, China, and Vietnam.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"For a selected country/region, the treemap displays a source AS distribution for attacks observed to be originating from that location. In some, the sources of attack traffic are heavily concentrated in consumer/business network providers, such as inPortugal, shown below. However, in other countries/regions that have a large cloud provider presence, such asIreland,Singapore, and theUnited States, ASNs associated with these types of providers are the dominant sources. To that end, Singapore was listed as being among the top sources of application layer DDoS attacks in each of the quarterly DDoS threat reports in 2024.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"Leaked credentials detectionscans incoming HTTP requests for known authentication patterns from common web apps and any custom detection locations that were configured. The service uses a privacy-preserving compromised credential checking protocol to compare a hash of the detected passwords to hashes of compromised passwords found in databases of leaked credentials. Anew Radar graphon the worldwideApplication LayerSecurity page provides visibility into aggregate trends around the detection of leaked credentials in authentication requests. Filterable by authentication requests from human users, bots, or all (human + bot), the graph shows the distribution requests classified as “clean” (no leaked credentials detected) and “compromised” (leaked credentials, as defined above, were used). At a worldwide level, we found that for the first week of March 2025, leaked credentials were used in 64% of all, over 65% of bot, and over 44% of human authorization requests.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"This suggests that from a human perspective, password reuse is still a problem, as is users not taking immediate actions to change passwords when notified of a breach. And from a bot perspective, this suggests that attackers know that there is a good chance that leaked credentials for one website or application will enable them to access that same user’s account elsewhere.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"As a complement to the leaked credentials data, Radar is also now providing a worldwide view into theshare of authentication requests originating from bots. Note that not all of these requests are necessarily malicious — while some may be associated withcredential stuffing-style attacks, others may be from automated scripts or other benign applications accessing an authentication endpoint. (Having said that, automated malicious attack request volume far exceeds legitimate automated login attempts.) During the first week of March 2025, we found that over 94% of authentication requests came from bots (were automated), with the balance coming from humans. Over that same period,bot traffic only accounted for 30% of overall requests. So although bots don’t represent a majority of request traffic, authentication requests appear to comprise a significant portion of their activity.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"As a reminder,bottraffic describes any non-human Internet traffic, and monitoring bot levels can help spot potential malicious activities. Of course, bots can be helpful too, and Cloudflare maintains a list ofverified botsto help keep the Internet healthy. Given the importance of monitoring bot activity, we have launched a new dedicatedBotspage in the Traffic section of Cloudflare Radar to support these efforts. For both worldwide and location views over the selected time period, the page shows the distribution of bot (automated) vs. human HTTP requests, as well as a graph showing bot traffic trends. (Ourbot score, combining machine learning, heuristics, and other techniques, is used to identify automated requests likely to be coming from bots.)",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"Both the2023and2024Cloudflare Radar Year in Review microsites included a “Bot Traffic Sources” section, showing the locations and networks that Cloudflare determined that the largest shares ofautomated/likely automatedtraffic was originating from. However, these traffic shares were published just once a year, aggregating traffic from January through the end of November.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"In order to provide a more timely perspective, these insights are now available on the new Radar Bots page. Similar to the newDDoS attackscontent discussed above, theworldwide viewincludes a choropleth map and table illustrating the locations originating the largest shares of all bot traffic. (Note that a similarTraffic Characteristicsmap and table on theTraffic Overview pageranks locations by the bot traffic share of the location’s total traffic.) Similar to Year in Review data linked above, the United States continues to originate the largest share of bot traffic.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"In addition, the worldwide view also breaks outbot traffic share by AS, mirroring the treemap shown in the Year in Review. As we have notedpreviously, cloud platform providers account for a significant amount of bot traffic.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"At a location level, depending on the country/region selected, the top sources of bot traffic may be cloud/hosting providers, consumer/business network providers, or a mix. For instance,France’s distributionis shown below, and four ASNs account for just over half of the country’s bot traffic. Of these ASNs, two (AS16276andAS12876) belong to cloud/hosting providers, and two (AS3215andAS12322) belong to network providers.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"The Cloudflare dashboard provides customers with specific views of security trends, application and network layer attacks, and bot activity across their sites and applications. While these views are useful at an individual customer level, aggregated views at a worldwide, location, and network level provide a macro-level perspective on trends and activity. These aggregated views available on Cloudflare Radar not only help customers understand how their observations compare to the larger whole, but they also help the industry understand emerging threats that may require action.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"If you share our security, attacks, or bots graphs on social media, be sure to tag us:@CloudflareRadarand@1111Resolver(X),noc.social/@cloudflareradar(Mastodon), andradar.cloudflare.com(Bluesky). If you have questions or comments, you can reach out to us on social media, orcontact us via email.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-radar-ddos-leaked-credentials-bots/,"Extending Cloudflare Radar’s security insights with new DDoS, leaked credentials, and bots datasets",
"Cloudflare was recently contacted by a group of anonymous security researchers who discovered a broadcast amplification vulnerability through theirQUICInternet measurement research. Our team collaborated with these researchers through our Public Bug Bounty program, and worked to fully patch a dangerous vulnerability that affected our infrastructure.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"Since being notified about the vulnerability, we've implemented a mitigation to help secure our infrastructure. According to our analysis, we have fully patched this vulnerability and the amplification vector no longer exists.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
The researchers found that a single client QUICInitial packettargeting a broadcast IP destination address could trigger a large response of initial packets. This manifested as both a server CPU amplification attack and a reflection amplification attack.,Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"When using TCP and TLS there are two handshake interactions. First, is the TCP 3-way transport handshake. A client sends a SYN packet to a server, it responds with a SYN-ACK to the client, and the client responds with an ACK. This process validates the client IP address. Second, is the TLS security handshake. A client sends a ClientHello to a server, it carries out some cryptographic operations and responds with a ServerHello containing a server certificate. The client verifies the certificate, confirms the handshake and sends application traffic such as an HTTP request.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"The QUIC handshake does not require client IP address validation before starting the security handshake. This means there is a risk that an attacker could spoof a client IP and cause a server to do cryptographic work and send data to a target victim IP (aka areflection attack).RFC 9000is careful to describe the risks this poses and provides mechanisms to reduce them (for example, see Sections8and9.3.1). Until a client address is verified, a server employs an anti-amplification limit, sending a maximum of 3x as many bytes as it has received. Furthermore, a server can initiate address validation before engaging in the cryptographic handshake by responding with aRetry packet. The retry mechanism, however, adds an additional round-trip to the QUIC handshake sequence, negating some of its benefits compared to TCP. Real-world QUIC deployments use a range of strategies and heuristics to detect traffic loads and enable different mitigations.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"In order to understand how the researchers triggered an amplification attack despite these QUIC guardrails, we first need to dive into how IP broadcast works.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"The broadcast address by nature poses a risk of DDoS amplification; for every one packet sent, hundreds of nodes have to process the traffic.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"To combat the risk posed by broadcast addresses, by default most routers reject packets originating from outside their IP subnet which are targeted at the broadcast address of networks for which they are locally connected. Broadcast packets are only allowed to be forwarded within the same IP subnet, preventing attacks from the Internet from targeting servers across the world.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"The same techniques are not generally applied when a given router is not directly connected to a given subnet. So long as an address is not locally treated as a broadcast address,Border Gateway Protocol(BGP) or other routing protocols will continue to route traffic from external IPs toward the last IPv4 address in a subnet. Essentially, this means a “broadcast address” is only relevant within a local scope of routers and hosts connected together via Ethernet. To routers and hosts across the Internet, a broadcast IP address is routed in the same way as any other IP.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"Each Cloudflare server is expected to be capable of serving content from every website on the Cloudflare network. Because our network utilizesAnycastrouting, each server necessarily needs to be listening on (and capable of returning traffic from) every Anycast IP address in use on our network.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"Deployments of QUIC are highly dependent on the load-balancing and packet forwarding infrastructure that they sit on top of. Although QUIC’s RFCs describe risks and mitigations, there can still be attack vectors depending on the nature of server deployments. The reporting researchers studied QUIC deployments across the Internet and discovered that sending a QUIC Initial packet to one of Cloudflare’s broadcast addresses triggered a flood of responses. The aggregate amount of response data exceeded the RFC's 3x amplification limit.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"While traffic to the broadcast address of our router’s directly connected subnet is filtered as expected, broadcast traffic targeting our routed anycast prefixes still arrives at our servers themselves. Normally, broadcast traffic arriving at the loopback interface does little to cause problems. Services bound to a specific port across an entire range will receive data sent to the broadcast address and continue as normal. Unfortunately, this relatively simple trait breaks down when normal expectations are broken.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"Cloudflare’s frontend consists of several worker processes, each of which independently binds to the entire anycast range on UDP port 443. In order to enable multiple processes to bind to the same port, we use the SO_REUSEPORT socket option. While SO_REUSEPORThas additional benefits, it also causes traffic sent to the broadcast address to be copied to every listener.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"Each individual QUIC server worker operates in isolation. Each one reacted to the same client Initial, duplicating the work on the server side and generating response traffic to the client's IP address. Thus, a single packet could trigger a significant amplification. While specifics will vary by implementation, a typical one-listener-per-core stack (which sends retries in response to presumed timeouts) on a 128-core system could result in 384 replies being generated and sent for each packet sent to the broadcast address.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"Although the researchers demonstrated this attack on QUIC, the underlying vulnerability can affect other UDP request/response protocols that use sockets in the same way.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"While the vulnerability specifically affected broadcast addresses within our anycast range, it likely expands past our infrastructure. Anyone with infrastructure that meets the relatively narrow criteria (a multi-worker, multi-listener UDP-based service that is bound to all IP addresses on a machine with routable IP prefixes attached in such a way as to expose the broadcast address) will be affected unless mitigations are in place. We encourage network administrators and security professionals to assess their systems for configurations that may present a local amplification attack vector.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/mitigating-broadcast-address-attack/,QUIC action: patching a broadcast address amplification vulnerability,
"As the world reflects on this dark period, a troubling resurgence of antisemitism underscores the importance of vigilance. This growing hatred has spilled into the digital realm, with cyberattacks increasingly targeting Jewish and Holocaust remembrance and educational websites — spaces dedicated to preserving historical truth and fostering awareness.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-thwarts-over-47-million-cyberthreats-against-jewish-and-holocaust/,Cloudflare thwarts over 47 million cyberthreats against Jewish and Holocaust educational websites,
"For this reason, here at Cloudflare, we began to publish annual reports covering cyberattacks that target these organizations. These cyberattacks includeDDoS attacksas well asbotandapplication attacks. The insights and trends are based on websites protected by Cloudflare. This is our fourth report, and you can view our previous Holocaust Remembrance Day blogshere.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-thwarts-over-47-million-cyberthreats-against-jewish-and-holocaust/,Cloudflare thwarts over 47 million cyberthreats against Jewish and Holocaust educational websites,
"One of the organizations that we protect through Project Galileo isMuzeon, a museum dedicated to preserving Jewish history in Cluj-Napoca, Romania. Muzeon faced significant cyberattacks that impacted their website’s performance and hindered operations before using Cloudflare.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-thwarts-over-47-million-cyberthreats-against-jewish-and-holocaust/,Cloudflare thwarts over 47 million cyberthreats against Jewish and Holocaust educational websites,
"As part of Project Galileo, Muzeon implemented Cloudflare'sDDoS mitigation,Web Application Firewall (WAF),Managed DNS, and other services. These measures drastically reduced the attacks and allowed Muzeon to focus on its important mission of storytelling and preserving cultural heritage.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-thwarts-over-47-million-cyberthreats-against-jewish-and-holocaust/,Cloudflare thwarts over 47 million cyberthreats against Jewish and Holocaust educational websites,
"Following the October 7, 2023,Hamas-led attackon Israel, there has been asurge in global antisemitic incidents. In theU.S. alonethere have been more than 10,000 antisemitic incidents from October 7, 2023 to September 24, 2024, representing an over 200-percent increase compared to the incidents reported during the same period a year before. As we’ve seen, the digital world is often a mirror to the real world. As a result, it is not surprising that websites dedicated to sharing information about the Holocaust, as well as Jewish memorial and education platforms, are now increasingly being targeted online.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-thwarts-over-47-million-cyberthreats-against-jewish-and-holocaust/,Cloudflare thwarts over 47 million cyberthreats against Jewish and Holocaust educational websites,
"After the October 7 Hamas-led attack, cyberattacks skyrocketed. In 2023, the amount of blocked HTTP requests surged by 872% to 35.7 million compared to 2022. Most of these cyberattacks occurred after October 7, 2023.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-thwarts-over-47-million-cyberthreats-against-jewish-and-holocaust/,Cloudflare thwarts over 47 million cyberthreats against Jewish and Holocaust educational websites,
"In the fourth quarter of 2023, the volume of malicious requests exceeded 27 million. Throughout the first three quarters of 2024, we saw a gradual decrease in the quantity of malicious requests. But in the fourth quarter of 2024, cyberattacks spiked by 33%, to 36 million requests, following the one-year anniversary of the October 7 assault.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-thwarts-over-47-million-cyberthreats-against-jewish-and-holocaust/,Cloudflare thwarts over 47 million cyberthreats against Jewish and Holocaust educational websites,
"Breaking down the quarters into months, we can see an initial peak in October 2023 after the October 7 Hamas-led attack. The volume of cyberattacks remained elevated during November and December 2023.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-thwarts-over-47-million-cyberthreats-against-jewish-and-holocaust/,Cloudflare thwarts over 47 million cyberthreats against Jewish and Holocaust educational websites,
"Afterward, as we entered 2024, the quantity and percentage of cyberattacks against these websites significantly decreased. In November, over a third (34%) of all requests towards these websites were blocked, with over 36 million requests blocked that month alone.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-thwarts-over-47-million-cyberthreats-against-jewish-and-holocaust/,Cloudflare thwarts over 47 million cyberthreats against Jewish and Holocaust educational websites,
"On the International Holocaust Remembrance Day, we reflect on the importance of standing against both antisemitism and cyber threats — issues that have escalated since the October 7, 2023, Hamas-led attack.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-thwarts-over-47-million-cyberthreats-against-jewish-and-holocaust/,Cloudflare thwarts over 47 million cyberthreats against Jewish and Holocaust educational websites,
"At Cloudflare, we are unwavering in our commitment to create a safer, more inclusive Internet. The rise in antisemitism has made it even more critical to protect educational websites and communities from harmful cyber attacks. We invite everyone to join us in this fight. Even with ourfree plan, we offer strong security and performance, ensuring that vital resources and websites remain safe and accessible. By working together, we can protect the lessons of history and foster a more secure digital world for all.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cloudflare-thwarts-over-47-million-cyberthreats-against-jewish-and-holocaust/,Cloudflare thwarts over 47 million cyberthreats against Jewish and Holocaust educational websites,
"Welcome to the 20th edition of the Cloudflare DDoS Threat Report, marking five years since our first report in 2020.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Published quarterly, this report offers a comprehensive analysis of the evolving threat landscape ofDistributed Denial of Service (DDoS) attacksbased on data from theCloudflare network. In this edition, we focus on the fourth quarter of 2024 and look back at the year as a whole.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"When we published ourfirst report, Cloudflare’s global network capacity was 35 Terabits per second (Tbps). Since then, our network’s capacity has grown by 817% to 321 Tbps. We also significantly expanded our global presence by 65% from 200 cities in the beginning of 2020 to 330 cities by the end of 2024.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"In 2024, Cloudflare’s autonomous DDoS defense systems blocked around 21.3 million DDoS attacks, representing a 53% increase compared to 2023. On average, in 2024, Cloudflare blocked 4,870 DDoS attacks every hour.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"In the fourth quarter, over 420 of those attacks were hyper-volumetric, exceeding rates of 1 billion packets per second (pps) and 1 Tbps. Moreover, the amount of attacks exceeding 1 Tbps grew by a staggering 1,885% quarter-over-quarter.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"During the week of Halloween 2024, Cloudflare’s DDoS defense systems successfully and autonomously detected and blocked a 5.6 Terabit per second (Tbps) DDoS attack — the largest attack ever reported.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"To learn more about DDoS attacks and other types of cyber threats, visit ourLearning Center, accessprevious DDoS threat reportson the Cloudflare blog, or visit our interactive hub,Cloudflare Radar. There's also afree APIfor those interested in investigating these and other Internet trends. You can also learn more about themethodologiesused in preparing these reports.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"In 2024 Q4 alone, Cloudflare mitigated 6.9 million DDoS attacks. This represents a 16% increase quarter-over-quarter (QoQ) and 83% year-over-year (YoY).",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Of the 2024 Q4 DDoS attacks, 49% (3.4 million) wereLayer 3/Layer 4DDoS attacks and 51% (3.5 million) were HTTP DDoS attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"The majority of the HTTP DDoS attacks (73%) were launched by knownbotnets. Rapid detection and blocking of these attacks were made possible as a result of operating a massive network and seeing many types of attacks and botnets. In turn, this allows our security engineers and researchers to craft heuristics to increase mitigation efficacy against these attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"An additional 11% were HTTP DDoS attacks that were caught pretending to be a legitimate browser. Another 10% were attacks which contained suspicious or unusual HTTP attributes. The remaining 8% “Other” were genericHTTP floods, volumetric cache busting attacks, and volumetric attacks targeting login endpoints.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Theseattack vectors, or attack groups, are not necessarily exclusive. For example, known botnets also impersonate browsers and have suspicious HTTP attributes, but this breakdown is our attempt to categorize the HTTP DDoS attacks in a meaningful way.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"As of this report’s publication, the current stable version of Chrome for Windows, Mac, iOS, and Android is 132, according to Google’srelease notes. However, it seems that threat actors are still behind, as thirteen of the top user agents that appeared most frequently in DDoS attacks were Chrome versions ranging from 118 to 129.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"The HITV_ST_PLATFORM user agent had the highest share of DDoS requests out of total requests (99.9%), making it the user agent that’s used almost exclusively in DDoS attacks. In other words, if you see traffic coming from the HITV_ST_PLATFORM user agent, there is a 0.1% chance that it is legitimate traffic.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Threat actors often avoid using uncommon user agents, favoring more common ones like Chrome to blend in with regular traffic. The presence of the HITV_ST_PLATFORM user agent, which is associated with smart TVs and set-top boxes, suggests that the devices involved in certain cyberattacks are compromised smart TVs or set-top boxes. This observation highlights the importance of securing all Internet-connected devices, including smart TVs and set-top boxes, to prevent them from being exploited in cyberattacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"The user agenthackneycame in second place, with 93% of requests containing this user agent being part of a DDoS attack. If you encounter traffic coming from the hackney user agent, there is a 7% chance that it is legitimate traffic. Hackney is an HTTP client library for Erlang, used for making HTTP requests and is popular in Erlang/Elixir ecosystems.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Additional user agents that were used in DDoS attacks areuTorrent, which is associated with a popular BitTorrent client for downloading files.Go-http-clientandfasthttpwere also commonly used in DDoS attacks. The former is the default HTTP client in Go’s standard library and the latter is a high-performance alternative. fasthttp is used to build fast web applications, but is often exploited for DDoS attacks andweb scrapingtoo.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"With DDoS attacks, we see a different picture. Almost 14% of HTTP requests using the HEAD method were part of a DDoS attack, despite it hardly being present in legitimate HTTP requests (0.75% of all requests). The DELETE method came in second place, with around 7% of its usage being for DDoS purposes.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
The disproportion between methods commonly seen in DDoS attacks versus their presence in legitimate traffic definitely stands out. Security administrators can use this information to optimize their security posture based on these headers.,Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"For example, GEThttps://developers.cloudflare.com/ddos-protection/will instruct the server to retrieve the content for the resource /ddos-protection/.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"DDoS attacks often target the root of the website (“/”), but in other cases, they can target specific paths. In 2024 Q4, 98% of HTTP requests towards the /wp-admin/ path were part of DDoS attacks. The /wp-admin/ path is the defaultadministrator dashboard for WordPress websites.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Obviously, many paths are unique to the specific website, but in the graph below, we’ve provided the topgenericpaths that were attacked the most. Security administrators can use this data to strengthen their protection on these endpoints, as applicable.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"In Q4, almost 94% of legitimate traffic wasHTTPS. Only 6% was plaintext HTTP (not encrypted). Looking at DDoS attack traffic, around 92% of HTTP DDoS attack requests were over HTTPS and almost 8% were over plaintext HTTP.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"The top three most common Layer 3/Layer 4 (network layer) attack vectors wereSYN flood(38%),DNS flood attacks(16%), andUDP floods(14%).",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"An additional common attack vector, or rather, botnet type, isMirai. Mirai attacks accounted for 6% of all network layer DDoS attacks — a 131% increase QoQ. In 2024 Q4, a Mirai-variant botnet was responsible for the largest DDoS attack on record, but we’ll discuss that further in thenext section.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Before moving on to the next section, it’s worthwhile to discuss the growth in additional attack vectors that were observed this quarter.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Memcached DDoS attackssaw the largest growth, with a 314% QoQ increase.Memcachedis a database caching system for speeding up websites and networks. Memcached servers that supportUDPcan be abused to launch amplification or reflection DDoS attacks. In this case, the attacker would request content from the caching system and spoof the victim's IP address as the source IP in the UDP packets. The victim will be flooded with the Memcache responses, which can be up to 51,200x larger than the initial request.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
