incident_id,incident_title,incident_description,incident_type,asset_type,business_impact,user_privilege,recommended_action_ids,outcome
INC-05c4fa24,Insider Misuse incident reported,[ALERT] staff member behavior analytics identified deviation || Observation: privileged credentials used for personal purposes || Risk: revision of engagement controls required,Insider Misuse,Application,High,Guest,IR-HR-01;IR-CON-01;IR-ID-01;IR-CON-02,Success
INC-4c888dbf,Ransomware incident reported,Security incident: widespread file encryption across network shares. Discovery method: server administrator observed encryption process. Impact assessment indicates customer service capabilities degraded.,Ransomware,Server,Critical,Admin,IR-ISO-01;IR-POST-01;IR-ID-02,Partial
INC-4de0e0ed,Insider Misuse incident reported,"Event sequence: First, access control review revealed violations; Investigation revealed employee bypassing defensive controls; Resulting in data integrity and confidentiality compromise.",Insider Misuse,Database,Medium,Admin,IR-CON-01;IR-ID-01;IR-ID-02,Partial
INC-1dae21d5,Insider Misuse incident reported,Risk identified: revision of engagement controls required; Contributing factor: strange data entry patterns by trusted individual; Detection source: manager notified suspicious employee actions.,Insider Misuse,Server,Low,Admin,IR-CON-02;IR-CON-01;IR-ID-02;IR-ID-01;IR-POST-01,Success
INC-8bf2b3c5,Denial of Service incident reported,Security incident: service outage due to overwhelming traffic volume; Discovery method: infrastructure analysis tools raised alarm; Impact assessment indicates suspected for information breach during distraction.,Denial of Service,Network,High,Guest,IR-ID-01;IR-CON-01;IR-POST-01,Partial
INC-d4035978,Denial of Service incident reported,"Executive summary - service owner escalated performance issues identified distributed attack targeting public endpoints, presenting anticipated for data breach during distraction.",Denial of Service,Server,High,User,IR-CON-01;IR-ID-02;IR-POST-01;IR-ID-01,Success
INC-08478414,Ransomware incident reported,Security incident: widespread file encryption across network shares; Discovery method: network surveillance tools caught information exfiltration; Impact assessment indicates financial losses from downtime and recovery.,Ransomware,Database,High,Service Account,IR-REC-01;IR-ISO-01;IR-ID-01;IR-CON-01;IR-ERA-01,Success
INC-9f837f33,Insider Misuse incident reported,Analysis shows after-hours connection to sensitive systems; The incident was automated surveillance caught unverified access; Security team assesses loss of trade secrets or proprietary datasets.,Insider Misuse,Database,High,User,IR-POST-01;IR-HR-01;IR-ID-01,Success
INC-b77b1d09,Malware incident reported,antivirus protection has been disabled has been observed. This was heuristic engine caught unknown malware variant. The situation creates credential theft and records exfiltration risk.,Malware,Endpoint,High,Service Account,IR-ERA-01;IR-SCAN-01;IR-POST-01;IR-ID-01;IR-ID-02,Success
INC-04d2b855,Data Breach incident reported,[ALERT] compliance audit revealed illegitimate access || Observation: bulk export of customer records discovered || Risk: compliance violations requiring remediation,Data Breach,Database,High,Guest,IR-ID-02;IR-ID-01;IR-POST-01;IR-NOTIF-01,Success
INC-ab2c85fc,Data Breach incident reported,"Tactical assessment: database administrator credentials compromised identified via records loss prevention system triggered warning, generating loss of competitive advantage from stolen records.",Data Breach,Application,High,Guest,IR-ID-01;IR-NOTIF-01;IR-ID-02;IR-CON-01,Success
INC-3e5193aa,Phishing incident reported,brand impersonation detected in email headers - email analysis revealed malicious indicators; This poses unpermitted interaction to email and applications.,Phishing,Endpoint,Low,Guest,IR-POST-01;IR-ID-01;IR-ID-02;IR-EDU-01;IR-CON-02,Success
INC-f8c6e995,Ransomware incident reported,"Compliance alert: automated endpoint flagged suspicious file activity documented users unable to open documents and databases, leading to financial losses from downtime and recovery.",Ransomware,Endpoint,High,User,IR-ISO-01;IR-POST-01;IR-ID-02;IR-REC-01,Success
INC-f4a470d7,Ransomware incident reported,What happened: desktop wallpaper replaced with threat message; How discovered: server administrator observed encryption process; Why concerning: regulatory reporting requirements triggered.,Ransomware,Server,High,Admin,IR-ERA-01;IR-ISO-01;IR-REC-01;IR-POST-01,Partial
INC-f065a6cb,Insider Misuse incident reported,downloading confidential data to personal device - entry control review revealed violations; This poses violation of privacy regulations and policies.,Insider Misuse,Application,High,Service Account,IR-POST-01;IR-ID-01;IR-CON-02;IR-CON-01,Partial
INC-64d37920,Phishing incident reported,fake login page harvesting employee passwords has been observed; This was email gateway quarantined message automatically; The situation creates sensitive information disclosure anticipated.,Phishing,Endpoint,Medium,Service Account,IR-CON-01;IR-EDU-01;IR-POST-01;IR-ID-01,Partial
INC-35f388d8,Insider Misuse incident reported,"URGENT: entry control review revealed violations detected privileged credentials used for personal purposes, which threatens need for human resources investigation.",Insider Misuse,Application,Low,Service Account,IR-ID-02;IR-CON-01;IR-POST-01;IR-ID-01;IR-HR-01,Partial
INC-4e3a5baf,Data Breach incident reported,"Event sequence: First, database behavior observation spotted anomaly. Investigation revealed audit logs showing irregular datasets retrieval. Resulting in loss of competitive advantage from stolen content.",Data Breach,Database,Critical,Guest,IR-ID-01;IR-NOTIF-01;IR-LEGAL-01;IR-CON-01;IR-POST-01,Success
INC-9555a6cc,Insider Misuse incident reported,"Investigation timeline: access control review revealed violations, revealing internal staff member violating acceptable use policy; Potential consequences include information integrity and confidentiality compromise.",Insider Misuse,Application,Low,User,IR-CON-02;IR-CON-01;IR-POST-01,Success
INC-a342ce8e,Denial of Service incident reported,"Event sequence: First, service availability monitoring found outage. Investigation revealed response times degraded to unacceptable levels. Resulting in competitive disadvantage during downtime.",Denial of Service,Application,Medium,Guest,IR-ID-02;IR-BLOCK-01;IR-ID-01,Success
INC-715024a7,Data Breach incident reported,What happened: large information transfer to external IP address; How discovered: log analysis identified suspicious queries; Why concerning: mandatory breach notification to affected parties.,Data Breach,Database,Medium,Guest,IR-ID-01;IR-LEGAL-01;IR-CON-01;IR-POST-01;IR-NOTIF-01,Success
INC-07776e0e,Insider Misuse incident reported,"Tactical assessment: employee accessing files outside job scope identified via privileged access management infrastructure alerted, generating revision of entry controls required.",Insider Misuse,Application,Medium,Admin,IR-ID-01;IR-HR-01;IR-CON-01;IR-POST-01,Failure
INC-526815ff,Ransomware incident reported,"Forensic analysis: desktop wallpaper replaced with threat message discovered through backup system alerted to deletion attempt, resulting in customer service capabilities degraded.",Ransomware,Server,Critical,Admin,IR-CON-01;IR-REC-01;IR-ID-02;IR-ID-01;IR-ERA-01,Success
INC-ad48d09d,Data Breach incident reported,authentication bypass allowing unapproved engagement has been observed; This was anomaly detection device flagged suspicious pattern; The situation creates loss of competitive advantage from stolen records.,Data Breach,Database,High,Admin,IR-ID-01;IR-ID-02;IR-CON-02;IR-LEGAL-01,Partial
INC-251b0474,Data Breach incident reported,What happened: large files transfer to external IP address; How discovered: threat detection information and event management alerted; Why concerning: forensic investigation and recovery costs.,Data Breach,Database,High,User,IR-NOTIF-01;IR-CON-02;IR-ID-01;IR-ID-02;IR-LEGAL-01,Failure
INC-50755bd6,Malware incident reported,What happened: files being altered without account holder authorization. How discovered: endpoint protection agent raised alert. Why concerning: compromise of sensitive business information.,Malware,Endpoint,Medium,Admin,IR-ID-01;IR-POST-01;IR-ID-02;IR-SCAN-01;IR-ERA-01,Success
INC-7d6a9198,Denial of Service incident reported,"Event sequence: First, customer complaints triggered investigation; Investigation revealed response times degraded to unacceptable levels; Resulting in service level agreement violations.",Denial of Service,Application,High,User,IR-ID-02;IR-POST-01;IR-MIT-01;IR-BLOCK-01,Success
INC-d3626204,Malware incident reported,"URGENT: IT administrator noticed during routine check detected multiple applications terminating unexpectedly, which threatens compromise of sensitive business information.",Malware,Application,Medium,Admin,IR-SCAN-01;IR-CON-01;IR-ERA-01;IR-POST-01,Success
INC-f6ba9053,Malware incident reported,"Threat assessment: operational interruption for affected users; Root cause identified as unapproved software running on workstation, which was endpoint protection agent raised alert.",Malware,Endpoint,Medium,Admin,IR-CON-01;IR-ERA-01;IR-ID-02;IR-POST-01;IR-SCAN-01,Success
INC-754be18d,Phishing incident reported,"Tactical assessment: users clicking on links in deceptive messages identified via staff member reported unexpected authentication prompt, generating loss of customer trust and confidence.",Phishing,Endpoint,Medium,Service Account,IR-ID-01;IR-EDU-01;IR-CON-01;IR-ID-02;IR-CON-02,Success
INC-c33fba5e,Malware incident reported,"Investigation timeline: endpoint protection agent raised alert, revealing multiple applications terminating unexpectedly. Potential consequences include operational disruption for affected users.",Malware,Application,Medium,Service Account,IR-CON-01;IR-ID-02;IR-ID-01,Partial
INC-4db39b3c,Ransomware incident reported,"URGENT: network monitoring tools caught records exfiltration detected ransom demand note appeared on desktop, which threatens reputational damage to organization.",Ransomware,Server,Medium,Service Account,IR-ID-01;IR-CON-01;IR-REC-01;IR-ERA-01;IR-ID-02,Success
INC-8bd4e4cd,Ransomware incident reported,"Executive summary - user called helpdesk about inaccessible files identified file extensions changed to unknown format, presenting regulatory reporting requirements triggered.",Ransomware,Server,High,User,IR-CON-01;IR-REC-01;IR-ISO-01;IR-ERA-01,Partial
INC-2e839256,Malware incident reported,"Executive summary - heuristic engine caught unknown malware variant identified antivirus protection has been disabled, presenting threat to network protective posture.",Malware,Application,Medium,Service Account,IR-ID-02;IR-CON-01;IR-ID-01;IR-ERA-01;IR-SCAN-01,Success
INC-c870e503,Data Breach incident reported,[ALERT] files loss prevention infrastructure triggered warning || Observation: bulk export of customer records detected || Risk: forensic investigation and recovery costs,Data Breach,Database,High,Admin,IR-NOTIF-01;IR-CON-02;IR-ID-02;IR-CON-01,Success
INC-76abea41,Malware incident reported,Security incident: endpoint experiencing severe performance degradation. Discovery method: threat intelligence match triggered alarm. Impact assessment indicates possible installation of additional malware.,Malware,Endpoint,Low,Guest,IR-ERA-01;IR-SCAN-01;IR-ID-02;IR-POST-01,Partial
INC-71959046,Phishing incident reported,credential entry on spoofed company website has been observed; This was security awareness training prompted staff member report; The situation creates business email compromise attempts possible.,Phishing,Endpoint,Low,User,IR-ID-01;IR-CON-02;IR-ID-02,Success
INC-c73ca11b,Denial of Service incident reported,"Threat assessment: increased operational costs for mitigation. Root cause identified as bandwidth exhausted by malicious traffic, which was intrusion detection endpoint caught flood attack.",Denial of Service,Network,High,User,IR-MIT-01;IR-POST-01;IR-BLOCK-01;IR-ID-02,Success
INC-fc503ff1,Phishing incident reported,users clicking on links in deceptive messages has been observed; This was email analysis revealed malicious indicators; The situation creates unsanctioned entry to email and applications.,Phishing,Endpoint,Medium,Admin,IR-CON-02;IR-POST-01;IR-CON-01;IR-ID-02;IR-ID-01,Success
INC-4a5f459b,Malware incident reported,"Tactical assessment: endpoint experiencing severe performance degradation identified via automated scan identified threat signature, generating threat to network defensive posture.",Malware,Server,High,Service Account,IR-SCAN-01;IR-POST-01;IR-CON-01;IR-ERA-01;IR-ID-01,Failure
INC-a2ba58ef,Data Breach incident reported,"URGENT: threat hunting exercise uncovered breach detected abnormal SQL queries executed against database, which threatens mandatory breach notification to affected parties.",Data Breach,Server,Critical,Service Account,IR-ID-01;IR-POST-01;IR-LEGAL-01;IR-ID-02,Success
INC-0021eedb,Phishing incident reported,"Event sequence: First, individual notified unexpected authentication prompt; Investigation revealed email with urgent tone requesting sensitive records; Resulting in sensitive information disclosure suspected.",Phishing,Application,Medium,Guest,IR-ID-01;IR-POST-01;IR-EDU-01;IR-CON-02;IR-CON-01,Success
INC-dec53311,Denial of Service incident reported,Analysis shows connection floods overwhelming firewall; The incident was service owner escalated performance issues; Security team assesses employee productivity impacted significantly.,Denial of Service,Application,High,Service Account,IR-ID-01;IR-BLOCK-01;IR-ID-02;IR-POST-01,Success
INC-1c5eda5a,Malware incident reported,[ALERT] threat intelligence match triggered alarm || Observation: unknown executable consuming excessive CPU resources || Risk: potential lateral movement across network,Malware,Endpoint,Medium,Admin,IR-CON-01;IR-POST-01;IR-ID-01,Partial
INC-8eeb0c10,Ransomware incident reported,"Investigation timeline: employee called helpdesk about inaccessible files, revealing rapid file modification event observed on server. Potential consequences include extended recovery time impacting revenue.",Ransomware,Endpoint,High,User,IR-REC-01;IR-ISO-01;IR-POST-01;IR-CON-01;IR-ID-02,Success
INC-1a05c8e0,Insider Misuse incident reported,"Investigation timeline: files classification device noticed misuse, revealing internal user violating acceptable use policy. Potential consequences include damage to internal security culture.",Insider Misuse,Server,Medium,Service Account,IR-CON-02;IR-ID-02;IR-HR-01;IR-ID-01,Success
INC-36965e62,Phishing incident reported,Analysis shows attachment containing malicious payload opened. The incident was email analysis revealed malicious indicators. Security team assesses spread of attack to additional employees.,Phishing,Endpoint,Low,Guest,IR-POST-01;IR-CON-02;IR-ID-01;IR-CON-01,Success
INC-f583af0b,Ransomware incident reported,[ALERT] incident response team identified during investigation || Observation: critical business data rendered inaccessible || Risk: ransom payment consideration by leadership,Ransomware,Server,High,Guest,IR-ID-01;IR-ID-02;IR-CON-01;IR-REC-01,Success
INC-303b36c5,Ransomware incident reported,Risk identified: extended recovery time impacting revenue; Contributing factor: shadow copies deleted from affected systems; Detection source: file integrity observation identified mass changes.,Ransomware,Server,High,Guest,IR-ERA-01;IR-ID-02;IR-CON-01;IR-ID-01;IR-ISO-01,Success
INC-db56a413,Insider Misuse incident reported,"Event sequence: First, connection control review revealed violations; Investigation revealed employee bypassing security controls; Resulting in legal action against employee possible.",Insider Misuse,Server,High,Service Account,IR-CON-02;IR-CON-01;IR-ID-02;IR-POST-01;IR-HR-01,Failure
INC-8998f0bb,Data Breach incident reported,audit logs showing irregular data retrieval has been observed. This was compliance audit revealed unpermitted interaction. The situation creates intellectual property theft concerns.,Data Breach,Database,Critical,Service Account,IR-ID-01;IR-POST-01;IR-ID-02;IR-NOTIF-01,Partial
INC-a7877d65,Ransomware incident reported,"Event sequence: First, file integrity analysis found mass changes; Investigation revealed encryption process consuming server resources; Resulting in permanent data loss if backups compromised.",Ransomware,Database,High,Service Account,IR-CON-01;IR-ID-02;IR-POST-01;IR-ERA-01;IR-ISO-01,Success
INC-ce2f9878,Data Breach incident reported,"Threat assessment: regulatory fines and legal liability. Root cause identified as API calls retrieving excessive amounts of information, which was compliance audit revealed illegitimate access.",Data Breach,Server,High,Admin,IR-CON-01;IR-POST-01;IR-ID-02;IR-LEGAL-01;IR-NOTIF-01,Success
INC-d78f8db2,Insider Misuse incident reported,[ALERT] content classification system detected misuse || Observation: privileged credentials used for personal purposes || Risk: files integrity and confidentiality compromise,Insider Misuse,Server,Medium,Admin,IR-CON-02;IR-ID-02;IR-CON-01,Failure
INC-11f21296,Ransomware incident reported,"Investigation timeline: network surveillance tools caught content exfiltration, revealing rapid file modification event uncovered on server; Potential consequences include extended recovery time impacting revenue.",Ransomware,Endpoint,Medium,Guest,IR-ERA-01;IR-ID-01;IR-POST-01;IR-REC-01;IR-ID-02,Success
INC-d6be652b,Malware incident reported,Analysis shows unexpected outbound network connections initiated. The incident was threat detection operations center detected anomaly. Security team assesses possible installation of additional malware.,Malware,Endpoint,High,User,IR-POST-01;IR-CON-01;IR-ID-02,Success
INC-a812945b,Ransomware incident reported,"Tactical assessment: users unable to open documents and databases identified via server administrator observed encryption process, generating extended recovery time impacting revenue.",Ransomware,Database,High,Guest,IR-POST-01;IR-REC-01;IR-ERA-01;IR-ID-01,Partial
INC-2b792bdc,Phishing incident reported,"URGENT: threat detection team identified credential submission detected brand impersonation identified in email headers, which threatens illegitimate engagement to email and applications.",Phishing,Endpoint,Medium,Admin,IR-CON-01;IR-CON-02;IR-POST-01;IR-ID-02,Failure
INC-3318ad97,Insider Misuse incident reported,"Threat assessment: potential espionage or competitor collaboration. Root cause identified as repeated attempts to connection restricted servers, which was privileged access management endpoint alerted.",Insider Misuse,Server,Medium,User,IR-HR-01;IR-ID-01;IR-CON-01,Success
INC-bae1eef1,Insider Misuse incident reported,Risk identified: anticipated espionage or competitor collaboration; Contributing factor: strange information usage patterns by trusted staff member; Detection source: data classification device caught misuse.,Insider Misuse,Server,Low,Service Account,IR-CON-02;IR-ID-02;IR-CON-01,Failure
INC-9073f5e6,Denial of Service incident reported,"Threat assessment: customer dissatisfaction and complaints; Root cause identified as bandwidth exhausted by malicious traffic, which was network operations center observed traffic spike.",Denial of Service,Server,High,Service Account,IR-CON-01;IR-POST-01;IR-ID-01;IR-MIT-01;IR-ID-02,Success
INC-406776b4,Insider Misuse incident reported,[ALERT] audit trail analysis showed policy breach || Observation: privileged credentials used for personal purposes || Risk: violation of privacy regulations and policies,Insider Misuse,Application,Medium,User,IR-CON-02;IR-POST-01;IR-HR-01,Failure
INC-d4807a18,Malware incident reported,endpoint experiencing severe performance degradation has been observed. This was heuristic engine caught unknown malware variant. The situation creates operational interruption for affected users.,Malware,Application,Medium,Guest,IR-ID-01;IR-SCAN-01;IR-CON-01,Success
INC-7929fa34,Data Breach incident reported,"Event sequence: First, third-party security assessment found evidence. Investigation revealed audit logs showing irregular files retrieval. Resulting in forensic investigation and recovery costs.",Data Breach,Server,Critical,Guest,IR-NOTIF-01;IR-ID-02;IR-LEGAL-01;IR-CON-02;IR-CON-01,Partial
INC-a79c6089,Insider Misuse incident reported,privileged credentials used for personal purposes has been observed. This was automated observation caught unpermitted entry. The situation creates damage to internal defensive culture.,Insider Misuse,Application,Low,Guest,IR-HR-01;IR-POST-01;IR-ID-02,Success
INC-a37bc9f5,Data Breach incident reported,"URGENT: compliance audit revealed illegitimate connection detected authentication bypass allowing unapproved access, which threatens intellectual property theft concerns.",Data Breach,Database,Medium,Admin,IR-ID-01;IR-ID-02;IR-CON-02,Success
INC-8716f593,Data Breach incident reported,"URGENT: log analysis identified suspicious queries detected privileged account accessing unrelated datasets, which threatens regulatory fines and legal liability.",Data Breach,Database,High,Service Account,IR-ID-02;IR-CON-02;IR-ID-01;IR-NOTIF-01,Partial
INC-4e0347e2,Ransomware incident reported,"Compliance alert: file integrity monitoring discovered mass changes documented widespread file encryption across network shares, leading to financial losses from downtime and recovery.",Ransomware,Endpoint,Medium,Guest,IR-POST-01;IR-ERA-01;IR-ISO-01;IR-ID-02;IR-REC-01,Success
INC-58cd8cd8,Insider Misuse incident reported,"Investigation timeline: automated monitoring caught unapproved connection, revealing internal account holder violating acceptable use policy. Potential consequences include legal action against employee possible.",Insider Misuse,Application,Medium,Guest,IR-ID-02;IR-CON-01;IR-ID-01;IR-POST-01;IR-CON-02,Success
INC-76111ea1,Data Breach incident reported,Analysis shows database administrator credentials compromised. The incident was compliance audit revealed unauthorized engagement. Security team assesses loss of competitive advantage from stolen files.,Data Breach,Server,Medium,User,IR-CON-02;IR-ID-01;IR-POST-01;IR-NOTIF-01,Success
INC-22382db2,Ransomware incident reported,"Executive summary - incident response team identified during investigation identified file extensions changed to unknown format, presenting extended recovery time impacting revenue.",Ransomware,Endpoint,Critical,User,IR-CON-01;IR-REC-01;IR-ID-01;IR-ERA-01;IR-POST-01,Success
INC-52cc571e,Data Breach incident reported,"Tactical assessment: audit logs showing irregular data retrieval identified via database patterns monitoring caught anomaly, generating loss of competitive advantage from stolen data.",Data Breach,Application,High,Guest,IR-ID-02;IR-CON-01;IR-POST-01,Failure
